Frame,Time,Right Biceps brachii caput longus,Left Biceps brachii caput longus,Right Pectoralis Major,Left Pectoralis Major
24781,24.781,152.6,121.2,15.6,-307.2
24782,24.782,108.7,262.7,-83.2,-253.7
24783,24.783,90.0,328.8,-217.6,-164.7
24784,24.784,66.3,309.9,-284.0,-97.0
24785,24.785,-13.2,224.0,-297.6,17.4
24786,24.786,-65.9,176.9,-267.2,126.3
24787,24.787,-75.1,162.4,-219.9,168.1
24788,24.788,-206.5,97.6,-176.4,283.0
24789,24.789,-300.3,38.8,-136.6,328.7
24790,24.790,-214.3,6.7,-114.6,341.5
24791,24.791,-136.4,-22.5,-107.6,327.0
24792,24.792,-94.3,-49.2,-17.4,243.2
24793,24.793,-4.6,-89.4,47.1,102.8
24794,24.794,30.4,-111.4,35.4,-31.5
24795,24.795,62.4,-157.7,-60.6,-188.2
24796,24.796,52.8,-140.0,-125.6,-336.1
24797,24.797,26.5,-134.6,-138.3,-395.4
24798,24.798,-13.3,-129.3,-192.7,-381.4
24799,24.799,-107.7,-106.3,-281.1,-369.2
24800,24.800,-69.0,-93.4,-364.7,-386.8
24801,24.801,13.3,-59.2,-270.9,-377.4
24802,24.802,67.0,-8.8,-131.3,-369.1
24803,24.803,96.5,25.0,-76.7,-340.5
24804,24.804,140.8,31.9,-27.1,-256.5
24805,24.805,133.0,-5.3,-13.4,-83.8
24806,24.806,111.2,-78.6,-1.1,139.4
24807,24.807,104.5,-109.5,35.6,349.7
24808,24.808,110.4,17.2,115.4,596.2
24809,24.809,115.9,138.2,166.6,694.6
24810,24.810,81.5,123.5,193.4,844.7
24811,24.811,32.3,223.3,164.8,925.7
24812,24.812,-13.6,185.7,234.1,949.0
24813,24.813,-19.6,11.1,183.3,969.8
24814,24.814,-90.9,-13.4,48.8,864.1
24815,24.815,-81.9,55.2,-123.3,579.4
24816,24.816,-73.8,75.8,-148.7,294.6
24817,24.817,-98.5,56.8,-88.8,35.7
24818,24.818,-164.5,-29.3,-109.6,-132.8
24819,24.819,-138.6,-14.2,-94.2,-225.5
24820,24.820,-50.9,-113.7,44.8,-309.7
24821,24.821,54.6,-178.5,213.5,-386.2
24822,24.822,12.4,-167.3,326.5,-410.2
24823,24.823,-0.3,-178.4,429.2,-431.8
24824,24.824,81.5,-149.9,522.5,-451.1
24825,24.825,113.3,-35.8,641.3,-434.1
24826,24.826,141.9,-20.2,718.1,-418.2
24827,24.827,132.9,-6.1,731.4,-375.0
24828,24.828,44.8,-44.6,718.0,-283.9
24829,24.829,-60.6,14.0,682.8,-200.7
24830,24.830,-46.6,67.2,608.2,-103.6
24831,24.831,-33.8,76.8,462.8,-63.7
24832,24.832,-115.7,138.5,151.3,-50.8
24833,24.833,-169.0,179.0,-71.4,-81.4
24834,24.834,-178.8,201.3,-435.5,45.2
24835,24.835,-135.0,221.4,-680.0,166.0
24836,24.836,-111.3,215.8,-902.2,151.4
24837,24.837,-89.8,177.8,-942.4,138.1
24838,24.838,8.8,103.7,-978.4,151.6
24839,24.839,192.4,71.8,-877.1,187.4
24840,24.840,317.2,158.7,-663.0,220.2
24841,24.841,294.1,100.2,-467.8,231.2
24842,24.842,66.0,-38.2,-239.7,224.0
24843,24.843,35.5,-57.3,-24.6,201.8
24844,24.844,63.1,-74.7,171.1,239.9
24845,24.845,38.1,-215.4,298.8,248.4
24846,24.846,15.4,-423.3,323.8,256.5
24847,24.847,36.4,-341.5,346.4,340.7
24848,24.848,-57.5,-267.3,329.6,331.5
24849,24.849,-176.9,-245.3,280.1,195.8
24850,24.850,-161.2,-266.8,141.5,141.9
24851,24.851,-118.6,-211.0,48.8,58.7
24852,24.852,-2.7,-194.4,-69.4,-110.4
24853,24.853,75.3,-117.0,-114.4,-222.4
24854,24.854,117.7,-75.0,-98.5,-324.2
24855,24.855,130.6,-36.9,-58.1,-416.6
24856,24.856,72.2,-95.8,-44.5,-500.5
24857,24.857,19.0,-64.3,-74.3,-452.1
24858,24.858,-125.8,22.2,14.7,-379.6
24859,24.859,-270.8,33.6,169.0,-313.6
24860,24.860,-176.7,-40.9,274.8,-183.5
24861,24.861,-22.6,-31.4,333.4,-96.4
24862,24.862,81.0,100.2,352.7,-48.1
24863,24.863,99.8,269.5,308.1,-60.8
24864,24.864,116.9,383.1,239.4,-98.1
24865,24.865,163.7,403.3,73.9,-132.0
24866,24.866,64.9,384.2,-84.2,-120.7
24867,24.867,-25.0,298.3,-228.0,-52.7
24868,24.868,-200.2,282.4,-396.2,9.2
24869,24.869,-325.3,211.3,-463.5,33.5
24870,24.870,-256.6,146.7,-317.5,12.2
24871,24.871,-152.4,111.4,-185.0,-46.6
24872,24.872,-57.5,121.7,-64.8,-38.0
24873,24.873,97.5,-3.9,75.6,-131.6
24874,24.874,160.4,-89.4,207.6,-246.5
24875,24.875,217.5,-73.8,156.3,-230.2
24876,24.876,201.0,-87.8,78.5,-187.1
24877,24.877,123.3,-126.4,-77.4,-96.6
24878,24.878,109.0,-68.0,-15.8,32.3
24879,24.879,69.9,6.5,153.0,220.8
24880,24.880,34.3,-138.3,220.4,396.0
24881,24.881,23.2,-324.8,157.0,509.6
24882,24.882,13.1,-249.6,99.0,571.3
24883,24.883,-13.6,-226.7,11.6,627.2
24884,24.884,-29.4,-194.9,13.1,612.1
24885,24.885,10.5,-174.1,-35.5,628.6
24886,24.886,46.9,-155.3,-192.9,612.4
24887,24.887,67.0,-104.0,-380.8,455.9
24888,24.888,73.4,-88.5,-507.1,185.3
24889,24.889,35.8,-46.4,-621.7,-146.5
24890,24.890,21.8,17.5,-601.3,-281.1
24891,24.891,17.8,52.0,-469.4,-484.4
24892,24.892,-10.6,62.0,-315.0,-522.3
24893,24.893,-36.6,167.6,-86.7,-556.6
24894,24.894,-80.6,294.6,126.0,-648.6
24895,24.895,-146.7,379.7,208.8,-621.8
24896,24.896,-155.8,332.7,233.8,-597.3
24897,24.897,-148.1,205.1,301.8,-392.5
24898,24.898,-97.4,119.8,404.7,-309.7
24899,24.899,-38.0,73.8,422.4,-83.9
24900,24.900,49.7,32.5,335.4,128.7
24901,24.901,61.3,-5.0,318.0,266.9
24902,24.902,93.1,-38.9,217.0,342.5
24903,24.903,83.5,-48.5,150.7,411.2
24904,24.904,57.2,-76.2,43.5,432.1
24905,24.905,33.3,-83.7,-28.9,413.3
24906,24.906,-17.5,-90.4,-94.7,327.6
24907,24.907,-24.2,-111.1,-131.0,249.3
24908,24.908,17.6,-116.8,-142.8,206.4
24909,24.909,-10.0,-74.1,-192.0,64.5
24910,24.910,-74.8,-46.0,-219.1,-105.7
24911,24.911,-83.9,-30.5,-227.7,-220.3
24912,24.912,-91.9,-25.0,-206.8,-283.3
24913,24.913,-98.8,-28.1,-108.4,-340.9
24914,24.914,-78.7,-30.7,-10.1,-359.5
24915,24.915,-48.3,-33.1,2.1,-345.5
24916,24.916,-64.1,-23.2,36.3,-389.5
24917,24.917,-88.7,-31.0,67.6,-378.3
24918,24.918,-57.3,-28.4,173.2,-368.0
24919,24.919,-86.6,-53.7,328.3,-358.8
24920,24.920,-143.1,-91.0,431.5,-292.6
24921,24.921,-231.4,-115.9,374.9,-232.2
24922,24.922,-126.4,-120.5,289.7,-145.3
24923,24.923,0.8,-59.0,212.5,6.0
24924,24.924,86.4,72.9,114.5,150.4
24925,24.925,257.7,129.1,77.3,281.6
24926,24.926,462.7,111.5,90.2,401.2
24927,24.927,490.1,64.2,59.5,572.6
24928,24.928,414.9,77.6,-7.0,687.0
24929,24.929,255.3,64.1,2.8,708.3
24930,24.930,193.0,75.1,-20.1,615.0
24931,24.931,61.2,63.9,-84.4,461.7
24932,24.932,-93.0,72.9,-145.2,358.8
24933,24.933,-155.1,46.2,-264.7,302.9
24934,24.934,-211.7,38.0,-384.3,251.9
24935,24.935,-229.0,16.0,-462.4,236.3
24936,24.936,-213.7,48.9,-476.9,278.4
24937,24.937,-284.6,114.6,-413.0,239.4
24938,24.938,-194.8,158.6,-355.2,133.7
24939,24.939,-19.6,182.6,-217.6,34.1
24940,24.940,105.5,175.6,-124.0,-134.1
24941,24.941,82.3,76.9,-4.4,-294.5
24942,24.942,102.4,-21.9,136.0,-398.9
24943,24.943,120.6,16.7,306.4,-455.8
24944,24.944,137.2,-88.6,376.1,-541.6
24945,24.945,58.9,-216.2,398.4,-619.5
24946,24.946,-40.6,-336.4,456.4,-774.9
24947,24.947,-131.1,-477.2,509.1,-753.7
24948,24.948,-119.8,-459.2,525.9,-696.5
24949,24.949,-88.1,-340.3,512.9,-678.4
24950,24.950,-20.7,-232.3,449.5,-599.3
24951,24.951,5.8,-105.8,274.7,-470.5
24952,24.952,29.9,-89.6,150.0,-314.9
24953,24.953,37.3,-74.9,-8.9,-85.7
24954,24.954,4.5,-33.3,-111.5,127.7
24955,24.955,-13.4,81.8,-204.7,321.5
24956,24.956,24.9,190.1,-254.9,447.4
24957,24.957,29.9,231.9,-300.7,516.4
24958,24.958,70.7,218.5,-314.0,578.9
24959,24.959,43.8,112.8,-223.5,635.7
24960,24.960,-29.9,-43.1,-141.3,721.6
24961,24.961,-146.3,18.9,-258.0,800.0
24962,24.962,-192.5,0.2,-242.1,814.9
24963,24.963,-262.8,17.3,-227.3,700.2
24964,24.964,-198.2,126.3,-239.2,592.4
24965,24.965,-22.6,168.7,-273.0,466.7
24966,24.966,102.8,207.2,-261.1,280.1
24967,24.967,308.1,195.6,-192.3,206.7
24968,24.968,335.7,163.7,-129.8,94.5
24969,24.969,160.3,76.7,-121.1,-90.3
24970,24.970,91.9,-75.4,-200.5,-213.9
24971,24.971,71.1,-179.2,-232.2,-326.3
24972,24.972,14.4,-160.7,-280.7,-345.5
24973,24.973,65.6,-41.3,-290.1,-363.0
24974,24.974,81.2,129.8,-219.3,-481.5
24975,24.975,10.5,198.1,-153.0,-558.4
24976,24.976,-130.9,218.9,-39.9,-543.5
24977,24.977,-149.6,200.0,99.3,-504.5
24978,24.978,-98.4,148.6,154.8,-469.2
24979,24.979,-176.4,70.7,205.1,-330.9
24980,24.980,-134.2,-56.7,344.4,-199.3
24981,24.981,-96.0,-107.8,475.4,-80.0
24982,24.982,-61.4,-123.1,526.1,28.3
24983,24.983,33.9,-108.7,634.5,126.5
24984,24.984,72.2,-69.8,591.5,216.0
24985,24.985,43.6,-74.3,510.6,177.0
24986,24.986,31.9,-108.8,445.6,24.8
24987,24.987,21.3,-140.1,409.9,4.2
24988,24.988,50.4,-149.1,313.7,23.3
24989,24.989,129.8,-157.2,146.3,6.6
24990,24.990,204.6,-100.8,-58.8,-8.7
24991,24.991,156.9,-5.8,-251.5,-51.2
24992,24.992,43.2,84.7,-326.1,-64.5
24993,24.993,28.0,190.3,-393.8,-100.2
24994,24.994,42.5,233.1,-330.9,-69.2
24995,24.995,29.9,220.6,-236.0,-2.6
24996,24.996,-5.2,185.9,-149.9,5.2
24997,24.997,-58.6,133.0,-40.5,28.2
24998,24.998,-68.6,84.9,30.1,5.8
24999,24.999,-147.9,23.6,17.0,38.2
25000,25.000,-116.2,-16.0,-41.9,91.7
25001,25.001,-145.2,-81.1,-202.1,200.3
25002,25.002,-83.7,-89.5,-408.2,247.1
25003,25.003,-27.9,-113.0,-436.9,289.8
25004,25.004,-78.7,-119.6,-413.3,226.1
25005,25.005,-59.1,-86.0,-301.0,168.2
25006,25.006,-149.1,-103.0,-116.2,136.9
25007,25.007,-187.7,-129.3,57.7,69.8
25008,25.008,-222.6,-143.1,170.4,-44.2
25009,25.009,-190.5,-182.8,190.1,-215.4
25010,25.010,-122.8,-187.6,95.4,-329.7
25011,25.011,-26.0,-132.9,-24.4,-392.5
25012,25.012,115.7,-81.9,-133.4,-450.0
25013,25.013,172.3,-35.8,-232.2,-502.6
25014,25.014,223.7,6.2,-244.8,-395.3
25015,25.015,177.2,33.7,-163.0,-298.2
25016,25.016,163.2,58.7,-3.6,-184.5
25017,25.017,201.9,90.4,201.3,-46.5
25018,25.018,167.2,78.3,338.8,45.5
25019,25.019,177.9,134.1,413.3,163.2
25020,25.020,187.5,205.9,480.9,301.3
25021,25.021,143.6,253.8,500.8,355.8
25022,25.022,103.6,209.5,518.8,405.2
25023,25.023,96.2,105.3,432.7,481.4
25024,25.024,89.5,34.3,261.2,550.8
25025,25.025,143.2,72.7,101.7,562.4
25026,25.026,77.6,60.8,-42.9,503.0
25027,25.027,-36.9,7.4,-61.1,427.9
25028,25.028,-83.7,-41.1,-111.6,360.0
25029,25.029,-97.8,-155.7,-157.5,263.3
25030,25.030,-136.2,-171.6,-255.4,122.1
25031,25.031,-194.5,-129.7,-292.8,-84.6
25032,25.032,-268.6,-142.9,-256.5,-276.9
25033,25.033,-220.1,-201.6,-181.0,-451.6
25034,25.034,-193.4,-191.3,-93.1,-564.8
25035,25.035,-185.1,-143.4,-34.1,-667.6
25036,25.036,-192.1,-117.7,-44.4,-685.6
25037,25.037,-172.1,-78.8,-111.9,-702.2
25038,25.038,-81.9,-43.6,-173.5,-561.5
25039,25.039,-43.1,-51.3,-213.8,-278.4
25040,25.040,-54.3,-34.3,-250.7,4.8
25041,25.041,-21.9,25.0,-218.4,115.5
25042,25.042,46.2,48.4,-213.4,282.7
25043,25.043,125.6,40.9,-154.3,313.5
25044,25.044,200.2,34.2,-83.2,286.2
25045,25.045,248.4,28.1,41.7,261.5
25046,25.046,239.4,88.0,195.2,239.2
25047,25.047,151.1,159.7,256.7,219.1
25048,25.048,92.2,246.4,199.7,201.0
25049,25.049,59.9,281.1,182.1,184.5
25050,25.050,69.0,227.8,166.3,76.2
25051,25.051,42.4,140.6,208.8,-22.3
25052,25.052,18.2,35.1,273.7,-111.8
25053,25.053,25.4,-35.9,333.0,-29.7
25054,25.054,19.0,-74.7,302.4,44.8
25055,25.055,-10.7,-156.5,178.5,54.3
25056,25.056,-81.3,-167.1,26.4,10.1
25057,25.057,-129.1,-157.3,-116.5,17.9
25058,25.058,-120.0,-60.3,-246.0,126.6
25059,25.059,-127.6,55.8,-397.8,266.5
25060,25.060,-163.5,165.3,-416.4,285.2
25061,25.061,-116.7,151.5,-320.6,302.3
25062,25.062,-62.0,87.5,-165.3,224.7
25063,25.063,18.8,5.8,-19.7,154.4
25064,25.064,115.4,-47.2,112.5,64.9
25065,25.065,154.7,-95.3,266.6,-16.2
25066,25.066,143.8,-104.0,369.7,-89.7
25067,25.067,112.4,-63.9,500.9,-195.0
25068,25.068,64.5,-27.4,483.0,-264.6
25069,25.069,20.9,32.4,404.3,-225.0
25070,25.070,13.1,56.7,304.4,-188.9
25071,25.071,6.0,35.4,110.6,-240.9
25072,25.072,39.0,2.8,-138.4,-268.8
25073,25.073,56.7,21.1,-239.0,-241.8
25074,25.074,50.9,48.7,-330.4,-233.6
25075,25.075,-23.8,34.2,-303.2,-255.5
25076,25.076,-98.8,-6.0,-278.5,-249.3
25077,25.077,-147.6,-54.8,-301.6,-232.0
25078,25.078,-139.4,-87.4,-405.7,-194.6
25079,25.079,-115.9,-81.0,-387.4,-150.9
25080,25.080,-94.3,-129.6,-336.9,-110.0
25081,25.081,-74.6,-148.8,-259.9,-29.1
25082,25.082,-8.8,-70.3,-105.4,4.7
25083,25.083,17.4,46.9,-3.0,-7.3
25084,25.084,25.3,187.2,52.3,78.2
25085,25.085,18.1,356.8,68.4,111.6
25086,25.086,8.7,398.4,143.2,98.1
25087,25.087,-10.9,284.4,189.1,149.7
25088,25.088,-64.7,180.6,146.1,119.2
25089,25.089,-129.8,48.6,158.7,91.4
25090,25.090,-138.4,-37.1,170.2,130.1
25091,25.091,-50.4,-115.1,180.8,136.1
25092,25.092,78.3,-185.8,132.8,181.1
25093,25.093,198.1,-172.9,142.1,174.0
25094,25.094,276.0,-184.4,246.7,90.9
25095,25.095,290.2,-131.3,261.9,-15.6
25096,25.096,251.8,-140.8,250.4,-30.9
25097,25.097,216.8,-149.5,170.0,-44.8
25098,25.098,142.4,-189.3,33.2,-10.6
25099,25.099,74.6,-123.7,-248.0,63.4
25100,25.100,12.8,-44.4,-529.6,131.0
25101,25.101,-91.4,-33.6,-638.9,192.8
25102,25.102,-162.6,-43.0,-671.6,249.3
25103,25.103,-201.7,-86.7,-701.8,257.4
25104,25.104,-237.1,-94.5,-619.5,172.8
25105,25.105,-226.8,-101.6,-495.2,69.1
25106,25.106,-140.1,-134.5,-337.1,28.4
25107,25.107,-105.3,-104.5,-235.2,-34.1
25108,25.108,-94.9,-77.0,-30.1,-184.2
25109,25.109,-124.0,-2.5,160.9,-286.1
25110,25.110,-133.1,136.2,384.7,-303.3
25111,25.111,-109.6,230.8,595.6,-319.2
25112,25.112,-88.0,248.2,622.3,-302.8
25113,25.113,-68.4,263.7,747.4,-203.5
25114,25.114,-26.6,249.3,907.3,-165.1
25115,25.115,55.2,133.1,928.6,-107.3
25116,25.116,113.6,54.7,872.9,-76.4
25117,25.117,102.9,-16.7,685.4,-67.9
25118,25.118,112.2,-4.4,510.9,-42.8
25119,25.119,120.5,-63.3,306.4,-20.1
25120,25.120,95.9,-31.8,58.4,15.1
25121,25.121,160.6,-60.9,-175.4,113.3
25122,25.122,204.0,-105.1,-449.4,324.9
25123,25.123,195.8,-97.6,-561.0,415.5
25124,25.124,203.1,-76.2,-596.1,387.7
25125,25.125,157.1,-56.9,-567.5,312.5
25126,25.126,67.3,-99.3,-431.5,198.7
25127,25.127,-99.9,-148.8,-307.8,136.9
25128,25.128,-168.2,-208.5,-104.0,43.4
25129,25.129,-230.3,-137.0,32.8,-75.4
25130,25.130,-173.8,-31.0,157.5,-58.7
25131,25.131,-88.1,124.4,226.0,13.3
25132,25.132,-72.5,227.8,206.1,53.1
25133,25.133,-30.1,246.6,151.2,112.9
25134,25.134,-17.3,263.9,67.9,125.0
25135,25.135,-52.1,279.8,-7.4,193.9
25136,25.136,-20.1,294.3,-188.7,291.9
25137,25.137,9.0,256.1,-311.3,305.9
25138,25.138,35.3,197.7,-377.3,295.3
25139,25.139,59.0,123.3,-354.5,328.1
25140,25.140,94.9,36.1,-371.5,299.8
25141,25.141,127.3,-46.0,-421.3,238.7
25142,25.142,108.9,-56.9,-467.1,167.0
25143,25.143,70.3,-66.7,-452.5,22.3
25144,25.144,5.7,-93.1,-439.5,-122.6
25145,25.145,-55.9,-84.9,-310.9,-254.2
25146,25.146,-48.2,-120.8,-259.6,-408.2
25147,25.147,16.9,-153.4,-244.0,-594.6
25148,25.148,43.0,-171.0,-88.4,-820.6
25149,25.149,34.8,-220.0,98.2,-911.9
25150,25.150,56.3,-253.0,273.6,-884.7
25151,25.151,62.6,-294.9,524.3,-910.2
25152,25.152,-3.7,-223.9,757.7,-842.4
25153,25.153,-83.2,-137.0,909.2,-780.8
25154,25.154,-136.8,-125.3,936.3,-687.1
25155,25.155,-185.6,-114.6,860.7,-567.6
25156,25.156,-159.8,-46.8,792.1,-427.8
25157,25.157,-40.3,-37.8,564.2,-145.4
25158,25.158,45.2,-93.3,291.5,137.1
25159,25.159,60.9,-42.1,108.7,320.4
25160,25.160,-9.5,57.4,-190.4,553.8
25161,25.161,-22.0,213.6,-471.9,705.7
25162,25.162,13.5,235.0,-580.7,899.2
25163,25.163,45.8,292.1,-612.6,975.1
25164,25.164,-2.1,309.9,-520.0,998.9
25165,25.165,24.7,294.9,-490.8,896.5
25166,25.166,81.2,224.7,-414.2,765.8
25167,25.167,161.8,135.1,-253.5,681.2
25168,25.168,194.6,53.6,-66.5,510.8
25169,25.169,147.3,0.6,158.8,306.2
25170,25.170,16.3,-8.9,430.9,168.8
25171,25.171,-152.9,35.1,613.0,43.6
25172,25.172,-266.7,59.0,644.2,-70.5
25173,25.173,-287.5,66.0,550.8,-132.9
25174,25.174,-231.3,19.6,521.0,-189.8
25175,25.175,-180.4,-46.8,393.5,-275.8
25176,25.176,-134.0,-73.6,232.1,-354.3
25177,25.177,-63.8,-98.1,2.8,-425.8
25178,25.178,25.6,-91.5,-271.1,-413.8
25179,25.179,13.4,-59.2,-528.5,-379.7
25180,25.180,66.2,-53.8,-762.0,-306.1
25181,25.181,133.6,-114.2,-974.5,-297.0
25182,25.182,125.0,-154.1,-1112.3,-288.6
25183,25.183,37.5,-161.1,-1087.4,-216.8
25184,25.184,-20.4,-141.0,-928.1,-110.4
25185,25.185,33.3,-86.7,-700.7,-11.3
25186,25.186,101.3,-21.0,-367.8,27.4
25187,25.187,166.3,-12.6,-122.6,72.8
25188,25.188,245.8,13.9,98.0,178.0
25189,25.189,320.6,21.8,298.3,248.5
25190,25.190,291.9,-0.0,553.7,312.6
25191,25.191,177.7,-33.3,718.9,253.6
25192,25.192,68.8,-87.7,747.7,93.3
25193,25.193,26.4,-153.3,719.0,-21.6
25194,25.194,13.3,-162.3,593.0,-84.8
25195,25.195,-22.1,-106.4,387.5,-29.5
25196,25.196,-97.0,-12.0,250.1,157.8
25197,25.197,-184.4,155.2,75.5,181.9
25198,25.198,-173.1,269.0,-37.4,158.1
25199,25.199,-120.3,247.8,-56.9,219.4
25200,25.200,-91.8,228.5,0.8,199.9
25201,25.201,-65.8,176.6,156.1,113.9
25202,25.202,-10.3,129.2,302.1,4.6
25203,25.203,54.8,29.7,359.1,-207.7
25204,25.204,81.0,-35.0,307.9,-237.9
25205,25.205,41.0,-46.8,166.8,-265.1
25206,25.206,-68.1,-36.4,-42.2,-289.8
25207,25.207,-208.2,-65.2,-237.5,-220.9
25208,25.208,-226.7,-73.9,-365.8,-324.0
25209,25.209,-209.1,-66.0,-346.4,-379.7
25210,25.210,-162.1,-102.2,-329.0,-464.6
25211,25.211,-91.2,-122.0,-426.3,-448.4
25212,25.212,-26.7,-127.7,-548.8,-433.9
25213,25.213,-38.4,-111.2,-535.3,-369.3
25214,25.214,-91.5,-145.6,-494.4,-240.6
25215,25.215,-159.1,-132.0,-379.1,-52.4
25216,25.216,-220.6,-70.6,-145.1,72.4
25217,25.217,-196.6,61.0,223.2,185.5
25218,25.218,-87.6,79.5,371.4,329.6
25219,25.219,146.2,61.9,506.8,460.3
25220,25.220,313.0,108.2,630.3,578.9
25221,25.221,343.2,178.7,595.8,593.3
25222,25.222,370.4,242.9,497.7,549.8
25223,25.223,344.7,301.5,407.7,381.4
25224,25.224,230.0,269.7,215.2,266.3
25225,25.225,167.4,221.4,-10.4,203.4
25226,25.226,148.2,212.3,-162.6,108.8
25227,25.227,62.3,172.1,-301.3,91.5
25228,25.228,-46.9,135.4,-377.4,-48.7
25229,25.229,-146.0,36.1,-264.4,-218.0
25230,25.230,-210.5,-148.0,-244.3,-240.3
25231,25.231,-269.2,-273.3,-150.1,-343.2
25232,25.232,-279.9,-341.8,-63.7,-398.8
25233,25.233,-251.1,-321.2,46.9,-312.4
25234,25.234,-189.7,-265.1,176.9,-233.3
25235,25.235,-117.8,-179.7,265.9,-104.6
25236,25.236,-50.1,-195.4,378.8,-51.8
25237,25.237,29.4,-153.0,396.9,-3.4
25238,25.238,146.8,-88.4,413.8,69.3
25239,25.239,162.9,-29.6,335.5,161.4
25240,25.240,149.3,23.9,179.0,198.8
25241,25.241,162.7,-4.5,21.8,233.1
25242,25.242,198.0,-65.5,-204.2,226.1
25243,25.243,209.0,-120.9,-415.2,149.7
25244,25.244,199.6,-127.8,-607.2,78.0
25245,25.245,155.9,-28.4,-681.6,51.8
25246,25.246,99.9,127.7,-658.3,28.1
25247,25.247,48.8,231.7,-553.8,-41.2
25248,25.248,55.1,288.6,-345.5,28.7
25249,25.249,37.0,306.1,-151.0,4.2
25250,25.250,-1.4,290.7,26.5,61.5
25251,25.251,-75.9,220.2,279.9,98.9
25252,25.252,-192.9,130.3,516.3,106.3
25253,25.253,-208.5,72.0,853.1,112.8
25254,25.254,-166.1,-2.2,989.1,194.9
25255,25.255,-178.9,-50.2,1031.8,230.2
25256,25.256,-213.9,-76.4,996.7,219.9
25257,25.257,-203.2,-52.1,830.7,229.9
25258,25.258,-116.1,-15.4,497.0,204.1
25259,25.259,-57.4,4.8,185.4,164.6
25260,25.260,17.1,-24.5,-179.2,157.9
25261,25.261,84.9,-62.0,-424.9,138.7
25262,25.262,93.9,-56.1,-648.6,61.4
25263,25.263,70.3,-68.4,-933.1,9.0
25264,25.264,63.3,-63.2,-1118.3,0.3
25265,25.265,17.5,-14.3,-1219.7,-42.7
25266,25.266,-12.2,32.0,-1129.8,-113.7
25267,25.267,4.6,25.8,-992.5,-200.0
25268,25.268,10.1,-12.7,-767.1,-281.3
25269,25.269,6.4,-87.3,-372.7,-334.3
25270,25.270,69.1,-183.0,3.6,-324.9
25271,25.271,202.2,-221.3,443.2,-246.3
25272,25.272,222.2,-162.6,620.0,-215.5
25273,25.273,171.8,-24.1,780.2,-323.3
25274,25.274,125.9,70.4,827.7,-396.0
25275,25.275,55.7,121.8,781.7,-411.2
25276,25.276,43.6,137.4,658.7,-378.7
25277,25.277,55.9,94.9,473.1,-306.9
25278,25.278,66.9,4.9,170.7,-242.0
25279,25.279,76.8,-29.9,-275.5,-183.2
25280,25.280,15.5,2.0,-572.7,-98.0
25281,25.281,-56.2,88.7,-842.8,-18.7
25282,25.282,-123.8,146.7,-990.5,-53.1
25283,25.283,-185.6,156.5,-1035.7,-7.2
25284,25.284,-257.8,126.6,-834.5,-0.5
25285,25.285,-248.6,11.4,-504.8,-74.2
25286,25.286,-222.5,-98.4,-194.9,-143.2
25287,25.287,-214.8,-113.1,248.0,-188.6
25288,25.288,-204.6,-122.8,579.6,-237.2
25289,25.289,-197.5,-161.4,873.2,-230.8
25290,25.290,-151.5,-149.7,924.6,-297.7
25291,25.291,-133.8,-96.4,970.5,-360.9
25292,25.292,-84.9,-28.8,834.1,-355.0
25293,25.293,13.8,-19.9,628.6,-262.8
25294,25.294,197.5,20.4,368.1,-72.3
25295,25.295,222.3,71.6,-2.3,118.0
25296,25.296,199.2,118.4,-347.0,240.6
25297,25.297,219.8,148.9,-659.9,443.0
25298,25.298,200.9,143.8,-863.1,633.1
25299,25.299,183.8,119.1,-973.7,705.3
25300,25.300,168.3,51.1,-940.4,679.7
25301,25.301,125.9,-55.7,-788.3,573.2
25302,25.302,112.9,-127.3,-539.5,551.6
25303,25.303,77.5,-115.4,-238.3,463.1
25304,25.304,23.7,-104.7,126.2,320.2
25305,25.305,-63.8,-137.5,468.9,185.8
25306,25.306,-122.7,-167.3,691.4,132.3
25307,25.307,-91.2,-159.3,893.2,52.6
25308,25.308,-4.6,-183.8,1075.9,-48.0
25309,25.309,30.3,-249.7,1107.8,-87.7
25310,25.310,40.9,-329.3,954.1,-123.5
25311,25.311,31.4,-319.3,813.8,-155.7
25312,25.312,22.9,-175.1,635.7,-184.7
25313,25.313,-1.0,135.3,336.5,-140.6
25314,25.314,-37.4,445.9,131.8,-52.4
25315,25.315,-83.8,647.6,-127.6,29.8
25316,25.316,-162.3,610.6,-229.4,104.7
25317,25.317,-194.8,443.4,-382.1,211.3
25318,25.318,-282.4,169.9,-409.9,253.9
25319,25.319,-271.3,-14.2,-384.5,292.5
25320,25.320,-176.1,-47.9,-269.4,350.7
25321,25.321,-35.0,-78.7,-205.7,382.3
25322,25.322,-16.5,-106.5,-185.0,333.9
25323,25.323,-34.0,-81.6,-166.2,237.0
25324,25.324,-112.3,-58.8,-180.0,146.9
25325,25.325,-126.9,-37.9,-164.4,-5.1
25326,25.326,-37.5,-131.8,-176.0,-66.8
25327,25.327,43.9,-251.3,-256.9,-160.3
25328,25.328,32.9,-235.5,-309.5,-278.9
25329,25.329,80.7,-79.7,-357.3,-355.1
25330,25.330,212.1,65.6,-365.7,-395.2
25331,25.331,343.5,235.8,-389.1,-379.8
25332,25.332,360.1,396.2,-323.2,-411.8
25333,25.333,344.0,376.1,-190.7,-440.4
25334,25.334,272.8,244.5,55.2,-465.7
25335,25.335,208.0,124.7,223.4,-400.7
25336,25.336,149.2,-47.1,316.0,-309.4
