Right Biceps brachii caput longus,Left Biceps brachii caput longus,Right Pectoralis Major,Left Pectoralis Major,
111.1,9.0,337.3,299.8,
72.4,0.0,247.8,315.1,
-9.4,44.7,166.4,272.6,
-20.0,5.5,135.2,233.9,
-10.4,-88.1,126.4,245.7,
51.3,-100.0,83.6,214.0,
75.5,-64.1,29.0,166.3,
97.5,32.6,-35.0,158.1,
91.1,-4.8,-95.3,150.6,
97.4,7.9,-54.4,187.4,
59.3,126.0,11.7,154.9,
14.6,298.4,73.8,149.4,
-3.5,413.5,50.4,232.0,
-31.2,476.4,-58.3,338.2,
-26.8,420.5,-167.1,212.0,
-13.9,164.0,-209.3,127.8,
46.9,54.1,-247.8,20.4,
142.8,20.8,-212.9,-76.8,
103.5,-130.9,-117.5,-190.7,
67.7,-158.4,-53.5,-297.6,
77.6,-133.5,-65.3,-394.5,
86.7,-156.5,-139.9,-405.1,
59.9,-343.3,-188.3,-367.9,
67.5,-418.7,-179.9,-227.5,
60.2,-396.2,-236.2,-131.3,
66.7,-251.4,-214.9,-112.1,
48.9,-270.5,-155.8,-94.4,
-22.0,-253.7,-148.3,-49.9,
-70.2,-51.6,-141.5,-35.0,
-131.7,-24.3,-108.9,49.0,
-107.7,-99.7,-43.3,210.9,
-71.1,-168.3,-87.5,372.8,
-90.6,-23.5,-143.4,395.8,
-24.3,70.2,-165.1,379.4,
72.7,121.1,-145.2,296.1,
137.3,167.5,-55.1,220.5,
55.7,152.9,9.5,123.8,
88.0,139.7,21.2,87.5,
117.3,174.4,10.7,101.1,
56.1,206.0,-37.3,156.1,
16.4,176.6,-63.0,244.6,
-92.5,44.4,-22.3,280.9,
-139.1,-125.6,58.6,271.4,
-153.2,-194.4,176.7,224.1,
-191.6,-215.5,287.0,93.3,
-226.5,-197.2,415.9,-37.6,
-215.7,-112.0,400.1,-156.5,
-186.5,-97.0,448.2,-295.8,
-106.7,-111.7,491.7,-351.4,
-116.7,-125.4,454.0,-402.1,
-125.8,-67.8,396.0,-573.1,
-99.5,-15.7,279.1,-641.5,
-91.7,-26.4,200.9,-703.8,
-157.2,-36.3,101.2,-723.0,
-113.5,-61.3,61.8,-706.6,
13.4,-77.7,75.2,-554.6,
69.1,-27.9,109.4,-384.4,
76.3,-9.1,183.2,-226.2,
175.3,-27.8,192.4,0.1,
302.7,-1.3,95.7,149.9,
354.0,72.3,31.5,230.5,
338.5,231.4,-49.9,303.2,
267.9,345.0,-145.2,323.4,
229.6,406.9,-183.3,382.8,
171.4,387.9,-194.8,398.8,
161.0,336.3,-205.4,378.7,
132.1,257.9,-157.3,266.5,
70.5,186.6,-131.3,164.2,
30.4,147.6,-187.6,19.4,
-49.8,112.2,-180.6,-116.1,
-103.5,101.2,-134.7,-171.2,
-171.7,72.1,-93.0,-190.7,
-198.9,27.9,-44.1,-180.3,
-175.7,19.7,-90.3,-222.5,
-168.8,-45.7,-96.2,-261.1,
-136.0,-71.9,-57.9,-232.8,
-58.1,-63.6,-3.3,-188.2,
-5.0,-157.6,-10.5,-235.7,
-33.9,-144.2,-56.9,-279.1,
-77.8,-225.1,-146.9,-275.2,
-133.6,-86.0,-288.5,-245.4,
-169.9,-28.7,-344.9,-194.2,
-150.2,-113.7,-396.4,-102.2,
-132.5,-128.7,-381.3,11.3,
-105.4,-85.8,-424.3,118.3,
-150.0,-124.0,-335.1,215.3,
-107.9,-182.1,-300.9,329.5,
-25.8,-150.1,-269.9,468.2,
103.2,-101.7,-319.1,598.8,
154.9,-110.4,-258.6,683.2,
170.9,-86.4,-156.0,666.6,
242.0,-79.2,-58.4,510.0,
255.1,-46.5,-21.2,405.5,
313.7,-40.8,82.6,310.4,
218.2,-46.3,208.8,223.7,
76.8,-31.2,293.3,82.1,
-130.3,36.9,370.4,-51.4,
-157.7,143.9,468.7,-104.6,
-32.2,215.5,506.7,-91.0,
173.3,254.9,588.2,-78.6,
201.0,267.5,662.4,-67.1,
125.9,236.5,633.1,-103.2,
57.5,170.0,553.6,-93.4,
78.1,109.4,457.2,-84.2,
21.3,54.4,263.4,-92.9,
-64.6,18.8,69.4,-52.5,
-111.3,-0.2,-107.3,-0.7,
-68.9,-29.3,-359.6,20.5,
-133.0,-110.3,-394.8,40.0,
-167.8,-144.5,-427.0,80.2,
-220.7,-112.1,-346.4,117.0,
-230.3,-102.2,-273.2,78.7,
-221.7,-145.9,-161.0,31.8,
-134.1,-169.9,-58.7,-12.1,
-5.7,-90.2,34.3,-15.7,
113.8,-101.1,153.2,-51.9,
160.4,-169.0,230.6,-65.0,
202.7,-143.3,188.1,-5.3,
241.1,-120.1,124.2,99.4,
275.8,-99.1,66.2,85.9,
286.0,-1.0,-29.0,47.9,
140.8,-16.0,-118.6,37.1,
-129.0,-55.5,-129.7,112.4,
-166.0,-21.4,-161.0,142.6,
-266.2,9.5,-131.6,135.5,
-235.9,-1.2,-16.6,129.3,
-208.3,-10.9,93.6,51.3,
-233.3,-19.7,52.5,-21.1,
-210.3,1.1,-10.2,-86.6,
-65.2,59.7,-20.3,-216.3,
29.1,162.7,34.4,-346.1,
148.9,232.7,103.7,-429.5,
133.4,270.6,202.4,-442.9,
91.1,304.9,217.3,-511.4,
1.2,293.6,231.2,-599.2,
-127.4,264.2,223.0,-608.7,
-178.7,219.8,196.6,-510.8,
-163.2,163.4,137.8,-393.0,
-120.7,112.3,132.6,-282.0,
-107.6,131.8,157.1,-181.2,
-25.4,89.7,140.3,-63.9,
28.0,7.8,101.5,46.4,
57.1,-167.7,22.8,231.3,
101.3,-393.5,-149.3,407.3,
141.4,-363.3,-271.4,521.7,
105.4,-390.9,-382.3,625.5,
99.1,-365.7,-441.9,606.6,
117.4,-297.0,-571.7,520.7,
167.0,-234.5,-553.1,349.1,
200.7,-177.6,-443.2,189.3,
231.3,-126.0,-400.3,127.2,
280.9,-110.2,-233.1,70.9,
300.9,-39.3,-73.7,-48.6,
235.1,-0.5,70.8,-126.2,
103.3,11.3,239.9,-168.3,
9.2,-41.8,444.5,-129.7,
-81.3,-79.4,599.6,-85.8,
-98.3,7.4,571.8,-97.7,
-51.6,135.9,546.6,-108.7,
-9.5,290.0,387.2,-99.8,
28.4,352.1,201.3,-56.8,
-30.7,408.8,-23.4,-49.9,
-84.5,323.5,-113.4,-72.8,
-152.6,245.8,-139.9,25.0,
-214.4,147.2,-264.6,236.0,
-222.6,109.3,-378.2,386.6,
-186.5,75.2,-440.4,413.2,
-114.0,65.5,-347.0,387.5,
-65.9,56.8,-159.9,273.2,
-57.3,13.9,-36.4,128.3,
-49.5,-25.2,29.9,-3.1,
-71.5,-31.9,131.0,-191.0,
-78.6,-24.8,147.2,-315.7,
-73.4,-6.5,24.7,-337.9,
-46.7,-55.3,-86.7,-316.6,
-12.3,-61.4,-159.8,-297.4,
-7.6,-66.9,-174.5,-280.1,
5.1,-71.8,-141.0,-233.5,
24.1,-56.5,-131.5,-163.2,
27.8,-15.3,-199.9,-176.9,
24.9,12.8,-244.4,-96.3,
32.9,-11.1,-173.0,-65.8,
70.5,-23.8,-144.5,-18.9,
129.9,-43.5,-136.0,41.5,
153.3,-46.6,-80.3,-15.3,
145.6,-76.5,-44.5,-8.5,
72.7,-88.4,-25.3,24.3,
-14.5,-54.6,-43.8,78.6,
-26.4,-85.8,-28.1,101.3,
-16.0,-89.4,-53.5,82.9,
-6.8,-33.1,-67.6,66.6,
-16.1,39.3,-96.8,85.0,
-56.4,49.3,-41.8,101.9,
-165.6,5.5,77.3,72.6,
-274.7,-66.5,333.3,119.5,
-316.9,-114.9,516.1,103.0,
-329.8,-123.9,682.2,76.6,
-248.0,-100.1,772.5,2.8,
-109.7,-20.3,799.2,-114.0,
-15.6,54.1,773.1,-161.1,
103.8,6.0,612.4,-204.2,
181.3,-108.1,424.6,-192.3,
166.9,-30.0,147.8,-111.3,
50.9,12.6,-110.1,-16.3,
-27.0,102.7,-211.0,99.2,
15.4,137.8,-484.8,208.2,
157.2,84.5,-669.0,307.3,
289.4,55.4,-769.4,423.4,
409.4,11.2,-800.2,470.5,
393.8,-45.0,-828.3,456.8,
322.8,-38.2,-653.5,341.4,
206.7,7.6,-403.4,232.6,
128.5,-46.7,-103.8,190.3,
85.6,-112.6,97.3,74.4,
72.3,-209.9,426.9,-97.1,
13.3,-172.0,648.4,-256.8,
-40.2,-160.8,768.9,-402.2,
-50.2,-65.5,805.2,-534.8,
-59.2,101.4,772.0,-621.3,
-67.2,260.7,742.2,-575.6,
-31.0,281.2,605.3,-534.3,
-24.4,262.2,431.1,-393.6,
-114.2,210.7,181.5,-262.3,
-307.0,163.8,15.7,-108.3,
-499.8,92.8,-195.9,36.8,
-474.5,28.2,-388.4,168.9,
-360.2,-6.9,-664.0,357.7,
-173.2,-81.3,-774.5,533.7,
53.0,-110.0,-742.1,603.1,
326.7,-118.6,-712.9,583.5,
437.5,-94.6,-631.5,490.6,
404.9,-58.6,-557.6,337.6,
253.9,-26.2,-444.6,152.2,
61.7,-9.1,-258.7,-72.6,
-62.7,-15.5,-183.7,-163.1,
-130.2,-41.1,-114.8,-300.9,
-108.6,-109.4,-93.0,-476.6,
-13.7,-235.6,-35.1,-499.9,
106.9,-253.2,-50.1,-562.8,
154.5,-206.9,-32.3,-582.4,
113.2,-79.9,40.5,-497.6,
24.4,5.4,55.0,-327.1,
-149.9,83.1,91.1,-77.0,
-224.0,153.6,81.1,156.1,
-154.6,192.0,52.6,429.1,
-133.3,226.8,131.8,465.8,
-114.2,194.8,291.3,432.7,
-28.7,165.7,496.5,463.4,
111.4,104.1,579.1,491.1,
130.2,64.2,604.2,466.0,
45.0,57.1,581.8,260.4,
-63.5,63.9,520.4,11.5,
-161.6,70.2,427.1,-223.0,
-302.3,87.0,342.3,-314.9,
-433.5,92.2,202.9,-343.2,
-381.8,106.0,72.0,-318.8,
-147.9,143.2,-12.8,-296.5,
87.6,162.4,-91.0,-242.6,
255.0,177.4,-168.8,-138.8,
285.8,110.1,-211.5,31.2,
313.7,-34.4,-224.9,145.9,
288.8,-54.6,-120.3,208.6,
265.9,-110.4,-106.7,227.9,
244.8,-161.1,-197.2,279.7,
187.7,-269.6,-209.2,388.9,
169.7,-368.4,-240.9,459.5,
152.9,-303.9,-307.9,420.5,
80.9,-292.2,-404.0,291.1,
41.0,-281.6,-493.4,101.7,
28.1,-252.6,-457.6,-175.3,
-26.3,-173.4,-297.2,-360.1,
-37.1,-120.2,-136.8,-528.2,
-29.5,-52.7,-32.8,-498.9,
-38.6,-26.3,99.1,-472.1,
-76.0,-50.3,356.0,-447.6,
-110.0,-115.7,613.2,-379.5,
-164.6,-177.5,846.7,-400.3,
-172.3,-90.0,876.8,-381.1,
-179.0,84.8,794.0,-329.0,
-160.9,259.6,618.6,-188.0,
-166.0,418.6,367.8,-55.5,
-180.4,521.8,67.6,133.3,
-175.6,464.9,-214.9,359.3,
-122.2,379.2,-544.9,571.8,
-115.0,239.2,-766.5,654.4,
-82.1,107.9,-887.1,679.1,
-100.1,23.0,-1070.0,655.9,
-182.0,7.9,-969.1,551.9,
-240.2,-6.0,-694.9,382.1,
-207.9,-18.7,-289.7,268.0,
-120.5,-53.3,87.7,123.1,
-61.5,-63.5,430.7,-121.5,
-8.0,-91.8,565.1,-287.7,
136.8,-82.4,687.5,-377.6,
406.1,-73.8,651.9,-458.6,
515.8,-65.8,553.0,-481.9,
548.5,-32.1,341.7,-366.1,
456.7,-25.5,94.5,-178.1,
207.7,-74.1,-271.7,48.8,
40.2,-159.5,-613.1,262.2,
-112.1,-217.6,-746.0,345.5,
-140.3,-164.2,-705.5,320.6,
-115.9,-77.1,-668.9,251.8,
-47.9,-18.5,-569.0,189.0,
13.9,13.5,-356.8,18.6,
-5.2,23.1,1.4,-233.2,
-56.5,14.3,245.3,-334.1,
-71.9,-41.6,644.7,-486.7,
-57.3,-107.0,805.2,-569.9,
-43.9,-151.0,950.8,-545.0,
-8.4,-175.2,905.3,-476.2,
45.3,-168.3,863.6,-371.7,
190.6,-69.7,678.6,-163.4,
294.7,113.9,376.7,30.9,
351.6,188.5,92.3,207.7,
300.7,256.2,-92.9,368.7,
254.3,276.4,-261.5,515.0,
184.0,294.9,-475.6,572.3,
94.3,243.4,-560.0,624.3,
36.2,196.5,-586.4,640.3,
4.6,97.5,-427.8,541.5,
-24.1,33.1,-324.7,374.3,
-155.7,-48.6,-306.1,260.2,
-212.0,-59.0,-323.3,156.6,
-263.1,47.4,-214.4,-50.6,
-278.5,90.1,-115.4,-243.6,
-264.4,128.9,-25.5,-418.9,
-251.9,117.5,79.3,-487.1,
-240.9,86.1,177.5,-383.5,
-209.8,58.0,215.0,-327.0,
-220.1,-2.5,225.3,-309.7,
-212.1,-105.3,234.1,-262.7,
-204.9,-316.8,261.3,-134.9,
-140.2,-468.1,215.9,-14.9,
-132.1,-440.5,142.9,32.1,
-124.6,-265.3,16.5,18.1,
-132.2,-106.1,-172.3,30.8,
-152.2,-44.3,-197.7,-4.5,
-134.6,-25.7,-174.9,5.5,
-129.3,-8.8,-71.1,-4.8,
-55.0,-24.3,-165.0,-49.4,
104.9,-38.4,-250.4,-169.9,
265.0,-51.2,-203.6,-290.7,
410.7,-63.1,-189.6,-276.1,
505.5,-53.1,-151.6,-206.3,
523.3,-44.3,-94.0,-91.4,
508.3,-19.0,0.7,-14.0,
409.7,4.0,115.1,113.3,
268.5,39.3,191.5,233.3,
174.3,58.2,119.4,311.7,
54.2,87.4,53.9,411.3,
-86.3,103.2,-52.0,450.3,
-143.0,137.5,-94.5,462.3,
-194.5,159.8,-132.6,451.7,
-209.9,147.5,-143.4,441.7,
-167.3,114.0,-89.1,326.7,
-154.3,91.7,18.7,185.3,
-119.1,79.6,147.7,-61.0,
-103.8,86.2,268.7,-295.4,
-114.2,75.2,355.8,-463.4,
-142.7,78.8,435.0,-555.4,
-186.1,106.8,393.5,-583.5,
-193.4,140.7,381.2,-558.8,
-156.4,127.8,369.7,-444.8,
-135.9,67.0,337.6,-299.7,
-141.5,-29.2,250.1,-130.0,
-125.2,-16.5,144.2,-61.3,
-71.1,-5.1,-40.5,-40.4,
-35.4,5.1,-166.5,16.2,
-29.6,33.4,-326.5,67.3,
35.5,6.3,-347.4,113.6,
96.1,-50.3,-328.2,155.0,
55.4,-72.8,-207.6,243.6,
62.0,-106.5,-128.6,253.5,
160.5,-137.1,-28.1,219.7,
372.5,-143.2,140.8,246.4,
463.6,-188.2,210.9,305.5,
491.2,-266.7,150.6,295.2,
416.3,-299.0,95.8,198.6,
348.3,-231.8,80.1,132.3,
286.7,-100.3,-90.2,165.6,
193.0,31.3,-340.3,175.2,
142.3,116.6,-506.8,126.5,
65.1,131.8,-597.8,117.7,
-33.0,117.4,-570.3,62.3,
-96.4,27.2,-445.1,12.3,
-154.0,-77.8,-285.7,-46.0,
-185.0,-119.7,-57.7,-164.5,
-251.8,-183.4,215.5,-248.9,
-330.2,-147.7,473.0,-263.4,
-361.6,-51.2,574.0,-220.4,
-332.3,91.0,605.5,-181.5,
-252.8,298.9,634.3,-193.2,
-135.4,437.5,610.7,-225.4,
-88.1,463.3,452.8,-274.2,
-73.5,395.6,351.0,-318.7,
-60.3,292.7,183.2,-358.9,
-48.4,161.7,-20.3,-293.7,
-37.9,43.0,-267.1,-196.9,
-28.5,-96.2,-432.7,-132.2,
-37.6,-151.8,-523.1,-49.7,
-94.0,-168.1,-605.7,68.1,
-131.1,-183.0,-580.9,240.3,
-138.4,-196.5,-467.3,355.3,
-109.3,-209.1,-364.2,459.9,
-72.0,-174.0,-232.9,441.8,
-18.3,-142.2,-113.3,356.7,
-11.7,-132.8,27.0,247.8,
-45.2,-141.9,121.7,92.0,
-99.5,-198.1,173.7,-12.1,
-121.5,-191.1,190.0,-31.5,
-88.6,-171.5,204.8,-49.4,
1.4,-81.5,218.0,-34.7,
168.9,111.5,206.5,-49.7,
374.6,360.0,216.8,-63.3,
402.5,393.7,168.1,-75.4,
428.0,363.5,88.3,-43.8,
405.6,336.3,34.3,4.4,
385.3,261.5,-34.3,118.8,
291.6,148.0,-114.5,228.4,
137.9,86.5,-232.5,300.0,
34.7,30.6,-342.2,339.9,
-58.8,14.0,-356.5,330.0,
-212.0,-1.2,-291.9,278.8,
-231.9,-15.1,-209.4,290.3,
-212.4,-27.9,-112.8,195.4,
-194.7,-63.2,55.5,132.7,
-178.9,-116.9,261.8,99.1,
-165.2,-166.0,400.4,-59.4,
-101.8,-175.7,526.1,-309.5,
-67.9,-152.5,594.5,-542.6,
-101.1,-145.9,614.7,-633.3,
-131.4,-139.7,481.5,-660.9,
-88.8,-97.9,325.6,-736.2,
-50.3,-103.3,178.3,-759.1,
-29.8,-137.7,6.3,-655.6,
28.5,-141.9,-110.1,-486.2,
115.5,-145.8,-299.2,-235.5,
196.5,-134.4,-476.9,65.0,
248.9,-83.3,-592.8,267.2,
238.6,-61.1,-532.2,451.2,
176.6,-40.8,-514.4,551.9,
104.4,-10.3,-532.0,643.8,
36.9,50.6,-454.0,617.2,
-6.5,27.5,-326.2,442.8,
-13.9,-66.2,-137.5,284.1,
-5.9,-130.1,38.4,139.8,
-11.7,-25.0,198.6,-29.4,
-28.9,101.8,427.0,-188.8,
-12.2,83.9,578.8,-209.4,
22.4,98.5,606.0,-303.6,
53.8,168.3,580.3,-354.9,
82.1,283.2,465.5,-277.2,
92.6,329.0,319.5,-178.4,
41.5,314.1,111.5,-62.8,
-9.6,300.6,-137.5,46.1,
-55.6,265.1,-305.2,116.8,
-85.1,190.3,-336.5,180.9,
-144.5,103.2,-364.8,285.9,
-195.0,-24.0,-338.2,401.9,
-282.1,-129.2,-213.6,500.0,
-316.5,-199.9,-54.6,486.4,
-305.4,-264.2,89.9,427.5,
-217.8,-275.7,70.6,310.3,
-135.2,-243.5,87.2,263.5,
-81.2,-214.3,133.7,107.7,
-12.9,-205.5,91.1,-37.5,
31.7,-229.4,52.2,-282.7,
8.2,-222.1,-53.3,-449.9,
-13.4,-175.9,-209.3,-663.0,
-86.2,-86.2,-395.9,-746.7,
-212.2,-22.3,-521.2,-723.0,
-195.7,58.9,-543.7,-610.8,
-25.0,217.8,-522.5,-467.9,
133.9,331.0,-427.5,-300.6,
361.3,516.8,-306.7,-97.9,
573.1,541.1,-103.1,92.4,
600.1,472.1,91.0,165.0,
574.5,367.8,317.4,231.0,
460.2,273.0,530.3,290.9,
356.3,118.2,778.6,420.7,
224.4,-110.2,945.1,367.5,
104.8,-201.5,1035.3,257.0,
-35.0,-284.2,1006.5,185.1,
-128.6,-359.2,979.6,119.9,
-213.6,-381.9,909.3,-9.2,
-228.6,-361.1,679.3,-95.0,
-213.8,-342.2,404.3,-204.0,
-174.8,-290.8,72.2,-246.1,
-162.8,-212.8,-329.0,-284.2,
-173.1,-170.3,-706.2,-295.1,
-279.2,-183.2,-1048.6,-304.9,
-350.0,-171.6,-1181.8,-256.0,
-337.5,-97.5,-1140.8,-123.6,
-302.8,27.8,-1102.7,46.3,
-271.2,181.7,-1000.7,251.8,
-126.4,326.8,-785.8,389.8,
184.5,383.5,-534.8,414.7,
317.9,298.4,-164.9,437.2,
358.3,221.3,179.8,416.3,
395.0,179.6,315.6,397.6,
428.2,167.4,519.6,346.7,
336.9,109.8,484.4,238.5,
143.5,36.3,585.4,84.4,
-82.6,-30.2,616.2,-100.1,
-234.9,-90.9,588.7,-122.6,
-318.2,-146.1,513.2,-188.2,
-293.8,-167.3,398.8,-81.7,
-271.5,-147.2,295.0,-59.9,
-168.4,-105.0,125.7,-108.3,
-112.4,-66.5,58.1,-245.4,
-61.6,-41.6,-2.4,-374.3,
-46.4,-28.2,-94.3,-388.8,
-60.8,32.8,-211.3,-308.6,
-48.1,146.4,-254.9,-207.8,
-59.9,67.9,-209.3,-90.5,
14.4,-31.6,-193.3,50.8,
159.2,-96.3,-202.1,258.6,
221.2,-38.0,-274.2,452.1,
202.3,57.7,-301.3,578.0,
185.0,122.2,-326.6,692.6,
169.4,157.4,-365.9,672.9,
98.6,189.6,-329.5,580.1,
86.1,180.3,-309.7,530.4,
75.0,84.1,-219.9,423.4,
107.7,20.1,-27.1,241.7,
79.6,32.3,331.4,69.1,
36.5,43.4,478.1,-133.2,
-2.9,15.1,611.7,-323.2,
-111.7,-28.4,652.8,-395.6,
-220.9,-116.0,763.7,-415.7,
-292.1,-174.6,797.9,-475.3,
-279.8,-164.7,768.3,-454.2,
-245.6,-136.7,575.9,-401.1,
-214.6,-111.3,450.9,-353.1,
-128.6,-56.5,245.7,-224.7,
22.6,7.9,-57.9,-70.0,
84.0,33.3,-260.5,-49.0,
102.4,56.6,-371.6,-29.8,
153.5,121.6,-472.8,-46.6,
199.9,182.9,-565.4,31.6,
185.6,254.7,-705.0,45.8,
146.9,245.1,-882.3,32.9,
41.6,113.5,-907.0,-25.7,
-85.5,-93.5,-888.2,-15.3,
-102.1,-231.0,-758.2,71.3,
-117.1,-305.6,-537.4,105.7,
-102.3,-327.9,-326.6,30.4,
-37.1,-265.2,-79.8,-96.4,
68.9,-208.3,152.9,-217.6,
168.6,-259.3,364.7,-359.5,
233.5,-243.5,502.3,-531.1,
199.0,-201.1,577.4,-647.2,
188.8,-162.8,600.1,-628.9,
140.9,-81.5,620.8,-575.4,
79.7,13.6,526.8,-424.6,
24.1,25.9,304.4,-324.5,
2.7,-9.6,31.2,-158.5,
-16.6,-20.5,-226.2,-93.5,
-58.0,46.7,-527.4,6.6,
-64.3,224.7,-705.8,154.0,
-47.5,356.5,-828.5,282.2,
-22.3,488.3,-867.2,398.4,
18.7,471.4,-769.3,535.2,
13.7,362.7,-559.4,626.2,
28.8,235.7,-258.6,708.7,
60.6,81.9,102.7,596.7,
65.2,-21.6,344.8,438.3,
10.1,-77.9,653.7,290.6,
-108.9,-60.7,772.9,118.5,
-159.4,-45.0,881.2,-43.6,
-267.6,-30.7,846.1,-25.5,
-309.4,-17.8,814.1,-122.5,
-296.1,-6.3,785.1,-211.0,
-214.2,-80.8,608.6,-323.1,
-97.2,-206.5,402.4,-340.4,
11.7,-257.9,208.6,-305.2,
110.5,-273.5,-17.7,-227.0,
174.5,-202.7,-109.2,-177.5,
162.6,-9.6,-192.5,-151.9,
151.7,183.7,-268.4,-75.9,
160.9,259.1,-291.8,38.2,
134.3,236.4,-312.8,175.7,
110.2,298.6,-294.1,229.7,
73.8,279.9,-311.2,278.9,
-12.0,194.5,-326.9,230.5,
-93.7,54.4,-313.2,73.5,
-82.9,-2.1,-301.1,10.6,
-34.6,-87.8,-220.3,-46.4,
-8.1,-103.4,-147.1,38.8,
-15.8,-145.8,-61.3,85.4,
-95.5,-158.5,89.5,99.7,
-148.5,-146.5,233.5,138.6,
-158.0,-135.6,402.0,150.9,
-131.6,-125.7,469.6,247.5,
-59.8,-134.4,489.9,312.8,
27.1,-142.4,433.3,232.3,
85.5,-164.2,245.2,201.7,
96.0,-144.4,70.5,154.8,
124.9,-78.4,-133.7,112.3,
98.6,0.8,-270.2,10.0,
-21.2,96.4,-393.9,-31.0,
-72.7,186.2,-460.8,86.0,
-88.6,197.6,-563.1,196.4,
-159.8,144.2,-656.3,155.8,
-147.6,37.9,-535.8,119.3,
-89.9,-4.3,-333.1,40.1,
-16.4,-16.8,-140.2,53.6,
69.6,-28.0,85.0,8.6,
127.2,-38.1,236.2,-49.5,
137.2,-85.8,373.3,-165.9,
146.2,-129.0,397.7,-213.7,
154.4,-168.3,465.6,-226.1,
145.9,-131.6,486.1,-152.1,
94.6,-85.2,316.7,-110.5,
34.7,-55.2,249.0,-189.3,
-5.4,4.6,105.2,-176.0,
-85.4,44.1,50.8,-125.3,
-181.2,79.9,36.2,-114.6,
-194.3,112.3,23.5,-73.2,
-89.6,141.7,-15.8,-35.9,
8.7,168.5,-77.0,-55.0,
97.8,123.4,-155.8,-72.2,
155.4,69.0,-142.5,-33.3,
186.4,3.1,-53.3,41.6,
156.8,-41.3,-16.8,116.6,
147.6,-82.0,-47.6,69.0,
75.5,-162.6,-18.1,-44.4,
27.2,-195.3,26.1,-90.0,
18.5,-147.7,-93.8,-17.9,
-37.4,-33.9,-282.6,-3.4,
-73.8,74.8,-509.0,33.4,
-67.2,88.7,-601.0,67.2,
-89.6,64.0,-499.4,-38.7,
-74.8,117.2,-340.8,-68.5,
-25.2,223.4,-113.7,-134.2,
-5.3,237.5,98.0,-106.3,
-35.1,173.0,235.7,-112.9,
-72.9,90.7,311.1,-147.9,
-97.2,-5.7,380.2,-153.6,
-92.3,-122.1,319.3,-122.9,
-137.1,-169.5,339.7,-204.3,
-143.0,-155.8,324.4,-239.2,
-83.1,-117.5,248.6,-186.2,
-107.3,-105.8,236.5,-119.1,
-114.8,-94.9,199.9,-40.6,
-16.0,-46.3,119.6,-9.4,
26.4,15.6,46.1,-19.8,
13.9,87.8,-98.2,23.3,
49.3,155.8,-118.9,142.3,
124.2,235.3,-62.7,227.3,
153.4,267.6,-11.9,211.1,
162.3,220.0,96.5,139.8,
186.4,124.1,166.5,75.1,
193.8,-16.6,230.0,-30.6,
200.4,-147.9,264.4,-45.1,
146.7,-198.9,232.2,-135.3,
38.1,-245.3,164.8,-100.5,
-101.5,-259.1,121.5,-68.7,
-119.7,-194.6,66.3,18.3,
-54.0,-105.7,-14.7,170.6,
-2.2,-23.6,-21.5,135.6,
-48.5,29.8,-120.6,167.5,
-90.6,20.4,-191.6,138.6,
-154.8,29.5,-333.4,147.3,
-190.0,21.9,-541.2,171.3,
-158.4,29.7,-679.7,207.4,
-33.1,63.2,-705.5,266.7,
86.5,33.7,-774.8,386.2,
164.2,50.5,-755.0,402.9,
234.8,65.5,-661.8,293.4,
247.8,61.1,-508.6,222.4,
236.4,40.7,-281.5,106.3,
162.4,59.3,51.4,59.5,
76.0,110.1,184.0,17.1,
-5.2,132.1,304.6,-72.7,
-57.6,152.1,340.7,-201.1,
-85.7,134.5,506.8,-320.6,
-93.8,107.3,657.8,-429.3,
-101.3,53.1,739.6,-442.8,
-93.9,2.3,763.8,-429.3,
-113.8,-83.4,740.1,-416.9,
-131.8,-188.6,635.4,-363.0,
-192.0,-231.0,464.7,-217.4,
-232.1,-218.4,258.5,-154.9,
-224.9,-113.3,-45.9,-135.9,
-231.5,14.1,-248.8,-118.5,
-201.5,99.7,-433.2,22.1,
-119.4,115.3,-600.6,154.5,
56.2,101.0,-692.1,309.3,
131.6,10.8,-664.8,372.2,
246.0,-94.7,-589.9,429.5,
308.6,-194.0,-476.2,481.6,
328.0,-232.9,-331.3,435.6,
208.9,-221.6,-86.5,365.4,
131.6,-168.8,147.0,224.4,
-23.6,-121.0,238.1,130.7,
-126.8,-42.4,321.2,-23.2,
-107.7,31.6,346.8,-168.3,
-56.4,40.8,415.8,-224.9,
-9.7,14.1,437.3,-276.3,
4.4,-42.1,381.5,-260.9,
17.1,-49.6,365.1,-162.3,
28.5,35.8,225.6,-227.1,
-3.7,93.7,94.2,-262.6,
-71.6,103.8,-25.6,-316.4,
-98.5,74.5,-166.2,-345.9,
-59.1,83.0,-185.8,-285.2,
-8.9,58.9,-32.8,-230.0,
-2.9,37.0,69.9,-237.8,
26.8,30.2,200.8,-139.3,
75.9,59.9,217.4,-12.3,
161.7,54.3,139.2,72.8,
220.0,19.6,11.9,87.8,
188.0,-12.1,-73.4,186.1,
120.2,0.1,-88.3,249.6,
40.8,40.9,-45.0,307.2,
-12.7,90.0,-82.1,380.6,
-42.2,162.5,-68.6,389.2,
-86.8,172.1,-76.8,291.4,
-143.4,145.7,-103.0,174.6,
-151.2,25.8,-144.1,64.5,
-171.6,-59.8,-197.2,-7.3,
-238.0,-137.7,-187.2,-21.5,
-299.8,-180.3,-98.8,-57.9,
-292.2,-167.5,-15.0,-133.8,
-212.5,-109.1,39.6,-202.7,
-53.0,-56.0,88.7,-283.2,
