Right Biceps brachii caput longus,Left Biceps brachii caput longus,Right Pectoralis Major,Left Pectoralis Major,
-175.4,-10.5,183.2,166.5,
-329.3,-95.5,194.0,101.8,
-474.2,-153.0,242.5,66.6,
-455.3,-99.2,286.8,76.9,
-266.6,-50.3,295.3,9.3,
-90.6,46.8,288.5,-34.7,
161.0,85.7,229.7,-42.6,
262.1,97.7,142.5,8.4,
293.3,193.5,-8.7,81.1,
321.8,335.1,-194.3,148.6,
347.8,316.7,-368.7,245.3,
280.5,334.3,-527.3,180.9,
302.2,319.3,-547.1,215.7,
434.9,306.0,-527.7,183.9,
349.9,191.1,-441.7,116.6,
178.8,114.0,-332.6,90.6,
64.8,100.5,-233.6,-12.8,
2.3,-92.0,-169.4,-111.4,
-92.6,-450.2,-40.7,-149.4,
-144.7,-401.1,10.7,-207.2,
-130.0,-356.4,57.7,-196.1,
-88.6,-315.6,128.9,-205.4,
-51.0,-205.0,91.0,-161.2,
-63.7,-104.6,80.4,-105.1,
-96.6,-73.8,92.1,-68.7,
-145.7,9.3,102.9,-35.7,
-137.7,-65.6,112.7,-5.8,
-178.2,-88.2,89.5,-11.0,
-287.7,-108.7,111.7,-5.9,
-272.7,-127.4,118.4,43.7,
-174.4,-110.4,184.2,142.9,
-110.6,-94.9,315.7,157.4,
-192.7,-52.3,371.6,145.0,
-182.2,-64.9,388.1,180.7,
-288.4,-76.5,309.7,234.6,
-274.3,19.1,210.4,283.7,
-107.2,108.6,120.4,188.0,
52.3,143.1,15.5,98.9,
238.6,259.6,-83.0,18.0,
313.5,399.2,-223.7,72.2,
290.3,304.4,-392.4,121.5,
227.7,149.5,-551.2,166.4,
170.8,86.2,-571.2,111.7,
119.2,-8.9,-438.8,3.9,
41.1,-61.0,-387.0,-41.6,
-1.5,-46.6,-339.9,-167.7,
-40.1,-62.1,-212.3,-217.7,
-5.1,-50.8,-92.4,-200.8,
48.0,-134.3,16.5,-241.8,
115.3,-167.8,200.2,-356.1,
123.7,-159.6,225.0,-307.9,
51.5,-82.0,247.5,-235.8,
-93.8,-30.3,267.8,-247.5,
-280.8,-41.3,248.5,-188.0,
-406.3,-68.6,230.8,-155.1,
-429.1,-45.3,183.4,-125.4,
-283.9,48.7,140.2,-10.5,
-227.0,9.7,100.8,130.4,
-209.5,-96.1,41.4,187.5,
-193.6,-54.1,50.9,239.6,
-122.5,-67.5,78.6,286.9,
-6.3,-103.1,174.2,188.5,
165.8,-114.3,237.5,98.9,
371.7,-47.5,295.3,40.8,
455.3,83.7,305.4,30.4,
531.3,139.6,218.4,59.4,
645.9,122.3,66.6,-2.1,
584.0,200.5,-78.2,-42.2,
414.5,130.0,-247.4,22.9,
346.0,-63.3,-361.0,101.6,
283.7,-35.9,-464.2,154.3,
227.1,39.3,-595.7,124.9,
175.6,-29.0,-578.4,168.1,
66.7,75.2,-500.6,223.5,
-32.0,57.1,-373.5,113.9,
-121.7,74.9,-151.3,-120.2,
-133.0,60.0,-0.1,-153.8,
-58.1,74.7,137.0,-123.5,
-67.3,113.6,161.4,-206.5,
-93.3,32.1,275.0,-231.7,
-196.8,-84.6,336.9,-208.9,
-323.8,-99.8,318.2,-229.7,
-340.2,-85.1,233.0,-248.7,
-323.8,-45.8,155.6,-197.9,
-252.2,60.0,0.4,-151.9,
-187.0,46.2,-103.1,-82.1,
-151.0,-43.1,-159.3,-18.9,
-75.7,-30.6,-142.2,38.7,
-7.2,44.9,-95.6,91.0,
2.7,133.0,3.2,61.4,
-51.5,286.2,92.8,34.3,
-115.2,100.7,150.8,9.6,
-157.7,26.4,139.8,1.5,
-148.6,141.2,148.9,-6.0,
-169.4,245.6,140.0,23.1,
-188.0,378.4,100.2,38.8,
-96.9,362.4,136.7,42.8,
126.6,273.0,120.2,-13.4,
165.6,134.1,48.1,-0.8,
130.5,116.5,19.7,2.4,
140.9,32.1,46.6,34.8,
130.7,-107.0,55.0,65.5,
85.7,-200.2,48.1,93.6,
108.2,-387.6,68.1,104.3,
99.4,-411.8,62.2,93.9,
78.0,-297.1,45.8,72.4,
94.3,-192.8,-18.6,30.6,
87.6,-173.4,-27.5,36.6,
22.5,-87.7,-35.6,75.2,
-110.0,-41.0,-115.6,60.7,
-317.9,-27.1,-147.5,65.5,
-235.7,-40.1,-214.9,53.4,
-261.0,-122.0,-223.4,42.3,
-284.1,-196.4,-278.9,32.0,
-180.8,-341.3,-242.4,16.2,
26.2,-651.9,-143.3,35.2,
163.7,-429.5,-101.0,37.4,
188.4,-146.8,-36.8,34.6,
210.5,-36.7,21.3,65.6,
271.7,-3.4,52.6,132.8,
251.8,26.8,158.3,142.2,
96.4,-0.7,256.8,98.2,
-8.5,-25.7,294.8,121.9,
-28.7,88.1,306.0,12.8,
-13.1,150.4,295.1,-96.5,
-61.3,244.7,304.6,-224.3,
7.8,296.1,172.9,-105.2,
70.6,342.9,3.5,-152.5,
104.3,328.8,-155.9,-252.0,
92.6,264.3,-342.4,-136.7,
-14.7,135.1,-367.4,-28.1,
-143.3,48.5,-390.2,13.9,
-161.5,156.2,-369.5,155.1,
-147.0,253.7,-237.8,249.0,
-77.1,111.0,-220.8,231.7,
12.2,-21.8,-143.0,-2.0,
93.6,-142.6,-72.5,-168.8,
-66.2,-127.9,-8.5,-199.1,
-362.7,-114.3,49.3,-171.4,
-322.2,-101.9,101.8,-96.2,
-285.3,-90.8,110.8,17.7,
-118.2,-80.7,189.3,-44.5,
-87.4,-110.2,157.0,-138.9,
-224.5,-242.5,88.8,-156.1,
-198.5,-261.5,61.7,-109.7,
-38.0,-244.8,84.8,-95.9,
232.4,-198.6,76.8,19.4,
490.4,-128.7,95.8,127.9,
524.8,-91.2,112.8,141.3,
556.2,36.2,106.2,76.5,
694.8,120.7,110.1,17.7,
670.4,166.3,140.3,-35.6,
511.4,179.5,126.7,-64.5,
408.4,191.8,84.8,-90.7,
314.9,156.1,1.9,-66.9,
58.8,272.6,-10.6,-74.3,
-197.5,350.3,-21.6,-107.7,
-163.4,364.3,-89.4,-66.1,
-193.0,403.0,-151.0,-50.1,
-274.8,251.4,-222.7,23.7,
-299.1,65.6,-251.2,76.4,
-184.4,41.6,-206.5,85.5,
-162.8,19.8,-118.1,146.5,
-218.4,-165.9,-82.4,153.9,
-200.4,-140.0,-28.6,102.6,
-184.0,-25.4,-37.5,135.2,
-169.1,-45.8,7.4,44.8,
-104.1,-101.7,64.1,5.8,
-68.8,-220.7,57.7,-6.2,
-100.3,-266.5,38.6,-17.1,
-70.8,-194.8,81.2,-26.8,
-43.9,-129.6,153.0,-17.8,
-51.6,-210.5,144.3,38.5,
-0.6,-241.5,153.9,31.8,
19.5,-192.4,114.8,65.5,
13.9,-183.0,108.3,72.1,
-35.0,-126.4,115.5,23.6,
-41.3,-16.9,121.8,4.5,
-23.1,217.2,105.6,23.1,
-17.4,384.4,80.9,18.1,
37.2,414.9,13.4,3.9,
59.1,497.3,-73.4,8.9,
52.5,271.0,-154.9,21.7,
-1.3,118.7,-207.7,-26.0,
-8.4,90.8,-197.5,-5.7,
11.7,-135.3,-65.0,12.6,
-42.0,-287.3,142.9,-25.3,
-63.3,-205.0,171.3,49.1,
-82.7,-130.4,147.1,60.0,
-124.3,-62.3,125.1,12.1,
-173.2,-124.5,63.8,91.6,
-271.8,-218.9,121.0,-3.5,
-285.4,-237.0,139.0,61.3,
-143.4,-66.7,61.9,96.7,
-48.9,92.0,20.2,107.8,
37.0,153.5,-17.8,175.8,
115.1,209.2,87.9,132.5,
101.5,191.5,102.2,61.4,
229.1,79.6,34.2,-103.3,
268.1,32.4,149.7,-228.1,
209.9,-94.8,164.9,-278.7,
156.9,-282.9,8.7,-231.5,
89.2,-207.8,-54.1,-103.7,
97.3,-139.7,-148.8,-52.0,
-23.5,-160.5,-372.1,26.2,
-7.7,-66.5,-402.9,-15.9,
6.3,-83.5,-375.9,48.5,
-94.6,-192.4,-451.3,36.9,
-83.4,-291.3,-520.2,68.8,
-73.4,-304.2,-541.4,78.4,
-43.0,-246.0,-372.5,52.0,
4.0,-108.2,-213.5,59.9,
-23.5,-14.6,-151.9,23.6,
95.3,104.6,-58.2,-22.6,
282.6,181.8,-7.4,-4.7,
306.6,280.2,70.1,11.5,
374.1,267.1,197.2,26.2,
269.7,208.4,316.8,-41.6,
24.3,155.1,270.1,-186.7,
-9.0,126.1,171.1,-290.7,
22.4,134.9,106.7,-347.6,
-58.8,63.2,141.6,-330.9,
-132.3,150.4,130.9,-378.2,
-108.1,185.6,101.7,-336.5,
-86.2,111.4,127.4,-247.4,
-66.6,121.1,118.7,-96.2,
-49.1,129.9,168.5,6.6,
-33.7,73.8,147.7,100.0,
-48.8,109.5,104.6,150.8,
-88.5,181.6,43.5,228.3,
-78.4,287.5,2.6,242.1,
-132.7,216.7,23.6,228.8,
-104.9,75.2,69.3,263.0,
-114.6,-94.5,-8.9,230.4,
-107.4,-208.6,-19.5,181.6,
-144.5,-187.8,-9.6,119.4,
-164.9,-55.9,17.1,30.7,
-207.6,-141.5,25.7,64.9,
-137.2,-281.6,4.4,53.6,
-70.1,-74.1,-2.0,43.4,
-96.9,340.0,-55.8,34.4,
-57.3,281.4,-92.1,26.5,
-6.6,120.8,-72.3,4.9,
66.1,-25.2,-30.5,-14.5,
172.7,20.0,18.6,-31.8,
102.6,-19.4,104.4,-69.5,
38.9,18.4,162.9,-44.1,
28.0,-13.9,237.7,-66.0,
39.3,-407.4,286.4,-20.5,
68.9,-353.2,260.5,-2.3,
113.3,-108.4,189.2,36.0,
169.3,25.3,102.8,21.3,
249.1,-95.6,21.3,26.0,
259.4,-131.9,-95.3,38.7,
249.6,-231.5,-172.9,94.8,
240.5,-261.4,-215.1,135.2,
168.3,-178.2,-150.6,114.0,
81.0,-102.6,-138.6,147.5,
-1.3,-79.4,-63.7,118.1,
-55.0,-17.0,-14.9,58.7,
-45.7,39.4,-23.0,3.3,
-54.8,56.3,1.7,-3.4,
-15.2,40.7,-4.4,-36.0,
35.3,54.9,-49.5,-65.5,
-24.0,-60.9,-66.3,-103.4,
-63.6,-45.4,-136.2,-48.6,
-172.4,-59.6,-202.7,-55.4,
-405.8,-98.3,-193.3,-74.8,
-906.4,-63.5,-136.8,-8.7,
-978.1,-53.0,-71.1,0.2,
-783.2,-4.6,-44.5,24.2,
-487.8,4.5,59.5,133.4,
-219.4,92.4,187.1,211.6,
122.2,197.9,273.0,112.9,
344.1,268.8,289.2,100.5,
626.6,461.5,275.8,-27.7,
956.9,598.8,263.7,-181.2,
1001.3,572.9,159.3,-242.7,
961.1,366.9,32.7,-223.2,
630.6,117.8,-120.8,-102.9,
408.7,17.0,-307.0,100.2,
207.0,-74.5,-382.1,73.2,
23.7,-267.9,-450.4,-51.6,
-9.1,-293.4,-429.7,62.9,
-38.9,-361.7,-335.8,166.9,
-65.8,-257.6,-250.6,73.1,
-140.4,-163.1,-48.5,56.1,
-253.8,-145.7,33.8,-84.2,
-232.5,-161.0,158.6,-216.1,
-250.5,-203.4,135.3,-301.7,
-334.9,-190.6,155.5,-348.4,
-411.4,-132.1,211.4,-362.4,
-367.9,-100.5,125.1,-375.1,
-328.5,-110.5,108.7,-293.3,
-293.0,-119.6,37.2,-240.5,
-260.4,-95.9,-53.8,-134.6,
-172.6,-16.0,-89.8,-36.2,
-113.3,122.3,-101.4,52.9,
-16.8,103.4,-54.0,133.7,
150.0,113.0,-11.6,150.8,
266.3,96.1,31.7,160.0,
219.8,112.3,55.0,168.3,
149.2,98.9,47.2,175.8,
136.5,86.5,79.7,166.8,
124.9,75.1,97.2,129.6,
135.4,86.0,80.8,109.2,
183.5,57.3,56.5,102.7,
139.1,154.2,61.6,96.6,
50.7,296.1,50.0,110.8,
85.2,353.0,69.3,69.7,
95.3,268.0,59.9,118.4,
8.1,190.6,63.5,98.2,
-144.1,233.5,72.1,92.0,
-164.9,169.7,100.0,53.5,
-108.5,111.6,155.7,48.5,
-91.5,79.9,275.3,70.9,
-76.1,-64.7,257.9,107.8,
-62.2,-209.6,242.0,83.2,
1.7,-341.2,142.6,42.8,
36.2,-460.8,26.6,-6.1,
46.6,-289.3,-20.2,-52.0,
75.7,-312.0,-147.6,2.2,
67.6,-208.2,-335.7,9.7,
44.5,-76.1,-410.4,16.6,
52.9,180.9,-387.3,10.8,
-31.6,291.3,-407.7,16.4,
-88.8,191.6,-351.1,21.3,
-34.6,161.5,-231.1,16.9,
-62.9,78.9,-59.9,-28.0,
-88.9,-96.7,53.8,-57.6,
-112.9,-120.0,74.0,-95.4,
-120.6,-265.7,129.8,-119.5,
-115.0,-549.0,180.5,-168.5,
-74.2,-671.1,195.6,-161.6,
-37.2,-414.9,181.1,-71.3,
-13.7,-182.3,168.2,19.1,
-1.4,-92.0,156.8,7.6,
-63.7,45.0,125.5,-109.3,
-196.2,219.6,58.6,-124.9,
-291.1,378.2,33.0,-195.8,
-34.8,398.0,105.5,-208.7,
148.2,303.3,173.6,-33.1,
314.7,183.1,165.4,92.5,
223.6,42.7,221.6,115.6,
30.7,-51.7,243.5,219.8,
-94.5,-34.8,157.6,314.6,
-25.9,74.2,52.0,366.6,
77.9,-53.3,-75.7,445.3,
172.5,-138.9,-195.7,432.2,
224.3,-248.0,-242.5,343.2,
302.8,-92.4,-256.8,168.8,
204.5,11.1,-321.2,44.3,
115.0,105.0,-379.8,-114.5,
197.3,87.3,-518.3,-217.5,
102.1,133.1,-612.6,-273.6,
166.8,145.8,-527.2,-187.8,
132.2,79.7,-449.4,-172.2,
15.4,42.5,-293.9,-214.7,
-62.5,51.2,-107.4,-227.9,
-161.6,39.8,17.8,-263.2,
-174.6,29.2,177.1,-253.0,
-209.8,35.7,363.1,-243.8,
-156.8,42.5,387.4,-235.4,
-108.8,35.7,363.7,-227.5,
-100.1,41.1,383.6,-162.4,
-60.1,35.3,364.1,-118.8,
-38.3,20.6,346.6,-95.3,
-124.3,-1.9,268.5,-59.4,
-159.4,-14.0,169.5,-13.7,
-127.6,-10.1,53.9,27.5,
-98.8,-13.3,7.3,64.8,
-55.0,-22.3,-35.0,108.3,
-94.9,-36.0,-22.1,113.1,
-102.2,-48.2,12.8,95.5,
-3.3,-73.1,-40.7,99.3,
95.7,-89.3,-31.4,66.7,
185.5,-85.7,29.7,4.4,
126.9,-66.0,69.5,-40.2,
73.7,-58.5,120.2,15.2,
83.2,-51.7,126.9,51.2,
162.3,-20.4,85.3,97.1,
173.0,47.2,36.6,114.8,
163.4,37.5,30.3,130.9,
189.9,63.6,-59.4,175.4,
70.2,119.2,-149.2,229.4,
-118.0,141.1,-184.1,193.2,
-193.0,201.0,-173.5,173.6,
-78.8,241.5,-183.3,155.8,
-99.4,133.2,-174.8,73.8,
-80.7,-99.6,-103.3,-31.5,
-166.3,-132.0,-74.8,-73.8,
-181.5,-161.5,-13.6,-60.9,
-138.7,-133.0,73.9,-95.7,
-73.9,-157.4,132.4,-20.9,
-15.0,-179.7,143.2,-30.3,
80.8,-117.2,114.6,-126.7,
-9.1,-60.3,53.3,-113.6,
-67.5,-42.6,13.5,-101.8,
7.0,-26.5,6.2,-133.5,
16.8,-68.4,-13.8,-104.6,
-19.5,31.2,54.2,-70.1,
-10.6,199.0,23.8,43.9,
-50.5,359.3,-14.9,59.2,
-43.2,505.1,-30.1,129.5,
3.4,675.3,-62.1,116.2,
94.0,698.8,-115.7,174.4,
184.7,471.3,-123.1,184.9,
173.3,259.4,-63.7,117.4,
162.5,232.3,24.3,143.9,
113.8,-143.4,130.0,56.4,
51.5,-842.2,229.4,-71.8,
-5.3,-746.8,268.6,-225.5,
-57.0,-487.0,210.8,-121.3,
-90.9,-565.7,51.9,-64.2,
-1.9,-637.4,-107.1,-46.7,
113.0,-572.6,-251.6,-61.9,
127.9,-513.9,-382.7,9.1,
85.0,-460.5,-433.3,73.6,
97.2,-216.4,-416.9,155.3,
38.1,5.5,-317.2,208.4,
27.0,45.6,-252.2,237.3,
16.9,82.0,-99.5,211.1,
-9.6,181.9,46.1,139.4,
-81.7,212.3,216.1,52.6,
-14.5,239.9,239.3,-75.8,
-23.4,314.9,177.3,-195.2,
-63.4,428.6,233.7,-272.5,
-56.3,324.9,182.4,-342.8,
-63.1,193.0,73.3,-329.4,
-141.3,141.6,59.1,-246.9,
-109.7,125.8,71.8,-214.3,
-81.0,167.9,106.4,-223.2,
-19.6,206.3,116.7,-196.3,
-11.7,100.5,106.6,-140.1,
-4.6,114.0,114.7,-30.6,
-24.5,49.1,105.9,16.6,
-6.7,83.5,126.7,59.5,
31.4,8.5,119.1,72.8,
-23.2,-20.9,112.2,38.1,
-74.0,-100.7,84.1,48.8,
-41.2,-175.7,9.1,58.4,
-59.3,-166.5,-150.9,67.1,
-54.2,-105.4,-264.9,90.9,
-39.8,-33.8,-285.5,141.4,
-44.4,-62.9,-266.4,134.5,
-7.7,-106.8,-180.4,128.0,
6.9,-162.3,-70.8,100.0,
47.0,-96.6,0.6,84.7,
30.2,-69.8,91.4,61.7,
-24.5,-61.2,197.4,24.4,
-17.4,-39.0,212.3,19.2,
-116.4,-32.0,200.2,14.5,
-328.9,-13.5,142.3,-5.9,
-420.1,-18.4,132.1,-9.5,
-337.7,-3.1,103.4,-26.1,
-61.9,1.9,94.8,-59.6,
195.3,6.4,71.1,-72.8,
295.2,39.9,34.9,-101.3,
386.3,89.2,15.3,-90.1,
469.0,95.6,-14.5,-79.9,
393.8,101.0,-63.3,-52.2,
325.4,116.4,-82.7,3.5,
346.2,140.4,-136.4,123.0,
252.1,180.6,-187.1,208.4,
132.5,196.8,-286.1,286.3,
23.6,122.4,-357.1,328.7,
37.8,-37.0,-396.2,367.3,
25.0,-13.8,-385.1,332.4,
-33.5,7.5,-354.0,215.3,
-86.6,-48.0,-287.2,106.0,
-173.4,-98.0,-155.9,6.8,
-91.6,-174.3,-24.4,-57.8,
-102.0,-215.1,61.2,-93.1,
-130.7,-20.8,170.5,-253.2,
-33.9,7.8,270.1,-322.1,
-46.5,-66.3,258.2,-302.0,
-57.8,-42.7,270.8,-321.6,
-89.4,20.3,240.0,-305.1,
-79.5,77.3,250.6,-258.9,
-70.5,94.8,278.0,-273.4,
-142.1,17.2,207.1,-80.6,
-132.2,229.8,217.6,2.0,
-105.6,260.3,244.5,-72.9,
-193.1,177.9,268.9,-95.4,
-227.8,153.0,305.5,-115.6,
-153.1,39.0,299.1,-58.6,
-65.9,18.4,233.3,-6.5,
-54.0,37.3,171.8,41.0,
42.1,-185.4,83.9,55.8,
106.7,-215.8,-91.7,94.9,
165.5,-133.3,-267.3,107.2,
176.5,-208.5,-290.3,182.2,
90.0,-185.7,-352.8,250.2,
102.2,-247.7,-409.6,347.2,
155.9,-304.0,-427.0,283.3,
223.9,-184.1,-442.8,225.1,
180.6,-199.8,-400.5,129.6,
61.6,-214.2,-362.0,91.3,
-23.2,-72.9,-280.1,-13.7,
-38.1,21.3,-120.5,-56.0,
5.0,38.4,-6.5,-94.3,
37.5,59.6,80.1,-145.7,
25.3,106.4,183.4,-204.1,
-79.5,120.6,164.1,-214.7,
-65.1,82.0,112.3,-166.6,
50.9,116.9,189.6,-87.7,
-26.3,85.0,231.4,-34.8,
-39.3,75.2,166.4,-83.3,
-50.8,83.9,83.8,-74.7,
-131.4,75.8,93.6,-35.0,
-141.1,97.3,102.3,44.6,
-150.2,143.1,110.3,33.6,
-106.0,124.9,85.7,23.6,
-18.0,119.3,121.4,-3.1,
63.7,94.5,180.1,4.3,
95.1,26.8,203.4,69.0,
84.9,-2.4,253.7,164.9,
40.3,-29.0,286.3,228.2,
-64.1,-133.0,207.9,192.2,
6.1,-288.9,111.8,158.9,
-32.9,-268.5,-4.3,109.2,
-45.0,-23.7,-144.8,116.5,
-55.8,76.2,-314.6,75.1,
-27.2,106.4,-428.7,22.8,
-36.3,133.8,-490.9,67.4,
-12.9,108.5,-472.1,-12.1,
22.6,85.3,-421.1,-45.6,
28.5,22.6,-437.2,-95.2,
57.9,40.8,-338.8,-140.4,
95.7,-11.1,-172.1,-117.4,
80.4,66.1,-12.9,-183.5,
84.3,-62.1,90.3,-210.2,
79.8,-45.8,146.4,-218.4,
76.0,31.4,163.0,-211.2,
79.3,-96.8,178.2,-217.6,
51.5,-80.3,220.3,-151.3,
10.5,-3.7,181.4,-106.9,
5.1,-18.8,146.0,-82.2,
-29.4,-6.7,134.9,-74.1,
-51.8,-65.9,105.6,-40.2,
-64.0,-119.6,78.8,14.7,
-82.5,-52.4,54.4,52.0,
-79.1,-79.0,17.7,72.9,
-69.7,-7.1,10.9,80.0,
-88.9,118.6,28.7,54.0,
-126.6,135.9,56.1,30.6,
-110.1,89.6,51.5,0.4,
-105.2,19.3,29.4,-10.7,
-73.8,-18.7,42.5,-42.8,
-110.9,-29.5,84.4,-0.8,
-76.5,-39.2,156.6,38.9,
-9.4,9.9,167.8,75.1,
115.6,37.0,143.0,135.2,
166.3,29.8,56.9,144.8,
56.9,23.3,23.5,124.8,
-155.7,17.3,56.9,93.7,
-186.4,11.9,87.2,41.6,
-159.1,17.8,97.4,79.8,
16.0,62.8,58.9,154.3,
129.8,117.3,-34.3,165.8,
150.2,8.9,-123.3,176.3,
131.4,-99.7,-110.8,202.0,
148.4,-113.4,-56.7,240.1,
226.3,-74.5,-84.7,248.4,
240.6,-85.8,-145.3,268.0,
202.4,-160.0,-120.4,253.4,
144.3,-111.5,-24.9,180.9,
-14.9,-67.5,14.8,236.0,
-37.4,-59.6,121.3,189.6,
-57.9,-110.6,136.5,59.6,
-151.8,-117.4,124.5,42.5,
-66.0,-39.6,66.7,26.9,
-19.0,56.2,14.0,12.9,
193.4,146.4,24.0,56.6,
223.9,205.2,103.3,96.2,
196.5,280.1,135.4,62.2,
21.3,290.1,126.1,-32.7,
-46.9,228.9,29.8,-96.3,
15.4,221.3,-85.5,-154.2,
34.3,243.7,-131.8,-207.1,
-51.1,237.4,-145.3,-255.4,
-191.0,171.8,-106.1,-299.6,
-209.7,40.2,-117.2,-371.8,
-158.4,-53.8,-148.7,-381.9,
-80.4,203.3,-119.4,-373.7,
-66.1,19.7,-110.3,-350.5,
-104.4,-80.3,-70.1,-315.0,
-45.7,-171.3,-149.8,-243.5,
28.8,-254.0,-117.9,-215.9,
38.5,-229.1,-89.2,-190.9,
-40.6,-252.0,-45.6,-136.6,
-200.2,-314.2,-38.0,-101.8,
-177.4,-295.4,-89.3,-136.4,
-115.3,-278.2,-57.0,-120.1,
-21.1,-169.1,-28.0,-127.6,
-38.3,-154.8,-34.5,-124.8,
8.4,-141.9,-70.1,-131.3,
22.6,-130.3,-120.9,-178.5,
61.0,-119.8,-128.9,-186.7,
166.3,-52.4,-124.4,-107.0,
265.5,9.0,-109.5,-50.8,
201.5,32.9,-86.2,-0.1,
66.4,61.7,-37.8,-3.6,
8.4,97.9,-16.9,22.5,
40.7,130.9,43.0,81.1,
11.9,136.6,50.2,149.9,
3.1,76.3,24.9,137.1,
-5.0,20.3,74.5,160.3,
-12.0,13.0,172.3,213.1,
-83.9,45.8,213.5,217.3,
-73.3,99.5,173.7,168.1,
-46.1,92.1,90.8,135.2,
-53.8,58.7,79.0,105.0,
-90.1,40.5,29.4,67.7,
-70.6,67.6,-68.6,24.5,
-65.2,92.2,-134.5,-16.4,
-60.5,123.4,-147.7,-33.9,
-36.7,168.1,-96.0,-104.1,
-15.2,161.9,-29.8,-77.9,
-12.0,101.7,13.1,-19.3,
20.7,77.4,68.1,-62.3,
60.7,25.8,89.2,0.3,
54.9,-74.0,121.5,59.1,
79.4,-145.3,126.9,80.5,
74.9,-81.1,131.8,56.4,
62.5,-69.5,116.7,74.1,
51.3,-165.1,147.8,114.2,
54.4,-280.7,143.1,194.5,
26.4,-47.0,101.5,298.4,
7.7,-13.7,106.1,283.2,
44.5,-44.1,159.7,218.1,
39.3,38.6,137.2,252.5,
7.5,13.2,50.8,177.7,
-54.2,35.5,-8.1,168.0,
-115.8,97.1,-83.1,177.0,
-107.9,78.1,-93.2,233.4,
-42.6,129.0,-67.4,255.9,
18.8,144.3,-12.0,184.4,
58.6,45.3,-5.4,156.8,
36.9,6.8,-105.0,79.1,
30.5,-28.1,-63.1,-36.3,
36.7,-59.7,1.0,-50.2,
53.4,-11.1,106.3,50.6,
68.5,-19.6,92.3,-37.5,
10.4,20.4,79.9,-140.9,
2.9,-1.3,115.4,-153.2,
68.5,5.1,105.6,-189.8,
24.7,-37.0,96.7,-223.0,
-95.0,-75.5,53.4,-168.0,
-146.3,-61.0,13.8,-98.7,
-161.6,-65.7,-36.8,-70.3,
-90.4,-53.7,-43.4,51.7,
-25.6,-20.8,-97.3,105.4,
56.6,19.1,-133.4,61.2,
67.7,45.9,-205.9,21.7,
39.2,-29.1,-273.1,-13.9,
-74.6,-40.4,-281.5,-45.8,
-276.8,26.3,-225.1,-74.4,
-359.2,-0.8,-202.7,-61.5,
-233.5,-9.3,-221.6,-119.9,
108.9,12.1,-130.7,-189.0,
255.7,-20.7,37.7,-177.0,
389.1,-110.1,107.4,-183.9,
429.4,-71.4,212.4,-142.4,
392.5,57.3,195.0,-119.4,
358.9,74.4,179.0,-85.3,
206.9,27.6,133.5,5.5,
124.1,-14.7,7.4,122.3,
-1.3,152.7,-145.5,170.0,
-161.1,358.2,-165.0,72.0,
-182.0,331.0,-182.6,60.2,
-238.5,156.0,-164.5,73.1,
-152.4,-140.0,-179.1,21.2,
-135.9,-180.0,-135.7,-25.6,
-149.4,-216.4,-44.8,-103.4,
-110.4,-249.5,84.5,-176.7,
-145.5,-218.9,170.7,-204.4,
-71.7,-135.9,187.0,-194.5,
-5.0,-160.6,201.7,-169.5,
-14.8,-137.2,138.0,-161.5,
-40.2,8.4,80.2,-128.0,
-34.3,27.8,91.6,-145.5,
-28.9,45.5,121.1,-150.8,
-24.0,-0.7,165.4,-116.4,
13.1,-14.4,221.4,-49.3,
46.6,-78.4,199.8,-20.7,
50.3,-206.7,246.0,-29.8,
12.9,-189.2,251.9,73.6,
-32.2,-142.0,191.9,115.6,
-122.6,-127.5,72.3,153.6,
-187.3,-88.7,-115.7,94.7,
-129.0,40.1,-190.2,168.4,
-54.7,160.1,-212.1,216.1,
-6.6,300.5,-231.7,224.4,
72.3,432.3,-287.1,215.8,
167.7,415.0,-269.3,251.6,
206.0,367.9,-66.2,244.7,
217.5,296.9,127.4,238.6,
57.8,258.1,202.9,167.6,
-147.8,292.8,317.1,22.9,
-120.6,388.3,255.1,-39.1,
-146.1,272.3,198.7,-133.1,
-215.0,194.5,181.7,-252.7,
-152.6,229.5,93.7,-308.1,
-90.5,131.0,-46.7,-323.8,
3.7,41.5,-103.6,-366.7,
-13.2,-16.5,-189.8,-354.7,
-59.8,-175.8,-206.1,-203.7,
-45.6,-289.4,-305.6,-18.2,
18.8,-558.5,-395.9,156.2,
124.3,-668.4,-431.2,360.3,
223.8,-367.7,-463.2,387.0,
288.7,-246.3,-318.4,461.5,
300.9,-136.1,-214.9,392.5,
184.6,-102.4,-196.1,371.3,
76.0,-132.2,-179.2,201.5,
62.1,-159.0,-39.4,87.3,
126.6,-233.4,16.7,25.1,
115.3,-255.6,102.0,-69.4,
-44.0,-234.2,211.1,-189.7,
-386.0,-214.7,197.4,-206.1,
-532.5,-163.0,159.5,-277.8,
-310.5,-53.9,171.8,-240.3,
-108.4,44.7,225.6,-159.3,
148.7,82.7,197.1,-213.2,
449.3,23.8,118.0,-185.1,
489.8,33.7,128.1,-124.3,
453.2,42.3,39.9,-4.9,
620.2,67.6,3.3,80.5,
408.0,74.5,-94.4,2.8,
215.3,66.5,-6.5,102.0,
-9.8,138.4,120.4,192.4,
21.1,205.3,170.5,181.1,
-61.1,213.6,91.6,42.9,
-185.9,189.5,104.8,23.9,
-253.9,124.2,194.2,6.5,
-274.2,10.1,112.0,-102.8,
